ID,N_VICTIMAS,FECHA,AAAA,MM,DD,HORA,HH,LUGAR_DEL_HECHO,TIPO_DE_CALLE,COMUNA,X,Y,VICTIMA,ACUSADO
2019-0071,1,2019-08-27,2019,8,27,11:30:00,11.0,PRIMERA JUNTA Y OLIVERA AV.,AVENIDA,9,-58.479611,-34.65620398,PEATON,CARGAS
2019-0072,1,2019-08-28,2019,8,28,06:20:00,6.0,"ALBERDI, JUAN BAUTISTA AV. Y AZUL",AVENIDA,10,-58.47439934,-34.63524207,AUTO,AUTO
2019-0073,1,2019-08-29,2019,8,29,01:50:00,1.0,ALVAREZ THOMAS AV. 1788,AVENIDA,15,-58.46711912,-34.57926018,AUTO,OBJETO FIJO
2019-0074,1,2019-08-29,2019,8,29,09:00:00,9.0,"LUGONES, LEOPOLDO AV. Y PAZ, GRAL. AV.",AUTOPISTA,13,-58.46514781,-34.53465378,MOTO,CARGAS
2019-0075,1,2019-08-30,2019,8,30,23:20:00,23.0,SAN ANTONIO Y LUJAN,CALLE,4,-58.37571078,-34.65584079,MOTO,PASAJEROS
2019-0076,1,2019-09-05,2019,9,5,18:00:00,18.0,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI ALTURA DON PEDRO DE MENDOZA AV.,AUTOPISTA,4,-58.37157668,-34.65429986,MOTO,CARGAS
2019-0077,1,2019-09-08,2019,9,8,03:40:00,3.0,"FIGUEROA ALCORTA, PRES. AV. Y TAGLE",AVENIDA,14,-58.39811256,-34.58070186,PEATON,AUTO
2019-0078,1,2019-09-12,2019,9,12,08:25:00,8.0,"EINSTEIN, ALBERTO Y ALCORTA, AMANCIO AV.",AVENIDA,4,-58.41125934,-34.6541774,PEATON,CARGAS
2019-0079,1,2019-09-17,2019,9,17,05:30:00,5.0,AGRELO Y COLOMBRES,CALLE,5,-58.41822901,-34.61866836,MOTO,PASAJEROS
2019-0080,1,2019-09-17,2019,9,17,,18.0,"CABILDO AV. y PAZ, GRAL. AV.",GRAL PAZ,13,-58.47617802,-34.53825652,PEATON,MOTO
2019-0081,1,2019-09-23,2019,9,23,16:00:00,16.0,ELCANO AV. 4300,AVENIDA,15,-58.46141281,-34.58623761,PEATON,PASAJEROS
2019-0082,1,2019-09-25,2019,9,25,07:45:00,7.0,"RABANAL, FRANCISCO, INTENDENTE AV. 2428",AVENIDA,8,-58.42985146,-34.6611974,BICICLETA,CARGAS
2019-0083,1,2019-09-26,2019,9,26,08:00:00,8.0,MONTE Y CORVALAN,CALLE,9,-58.48457413,-34.6583909,AUTO,AUTO
2019-0084,1,2019-09-27,2019,9,27,11:45:00,11.0,TANDIL Y LA FUENTE,CALLE,7,-58.46572884,-34.63628186,BICICLETA,CARGAS
2019-0085,1,2019-10-09,2019,10,9,22:18:00,22.0,CARDOSO Y BACACAY,CALLE,10,-58.49261744,-34.6341913,BICICLETA,TREN
2019-0086,1,2019-10-15,2019,10,15,14:10:00,14.0,CORRIENTES AV. 6700,AVENIDA,15,-58.45283186,-34.5884156,MOTO,PASAJEROS
2019-0087,1,2019-10-21,2019,10,21,21:00:00,21.0,ALVAREZ THOMAS AV. Y MENDOZA,AVENIDA,12,-58.47973681,-34.57418656,MOTO,MOTO
2019-0088,1,2019-10-22,2019,10,22,20:00:00,20.0,"ALCORTA, AMANCIO AV. Y BONAVENA, OSCAR NATALIO",AVENIDA,4,-58.40623949,-34.65076549,PEATON,PASAJEROS
2019-0089,1,2019-10-23,2019,10,23,15:45:00,15.0,"BROWN, ALTE. AV. Y BLANES, JUAN MANUEL",AVENIDA,4,-58.36244648,-34.63107887,PEATON,CARGAS
2019-0090,1,2019-10-24,2019,10,24,18:26:00,18.0,"ALBERDI, JUAN BAUTISTA AV. 5455",AVENIDA,9,-58.49962423,-34.64868027,PEATON,MOTO
2019-0091,1,2019-11-01,2019,11,1,20:50:00,20.0,"JUSTO, JUAN B. AV. Y CAMARGO",AVENIDA,15,-58.44551437,-34.59559816,PEATON,PASAJEROS
2019-0092,1,2019-11-03,2019,11,3,10:30:00,10.0,"BRIN, MINISTRO Y SUAREZ",CALLE,4,-58.35608181,-34.63420319,PEATON,PASAJEROS
2019-0093,1,2019-11-13,2019,11,13,11:50:00,11.0,"NIZA Y JUSTO, JUAN B. AV.",AVENIDA,11,-58.46483679,-34.60907662,BICICLETA,OTRO
2019-0094,1,2019-11-18,2019,11,18,14:00:00,14.0,CAMARGO Y SERRANO,CALLE,15,-58.44368628,-34.59724326,MOTO,OTRO
2019-0095,1,2019-11-20,2019,11,20,15:30:00,15.0,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI ALTURA CASEROS AV.,AUTOPISTA,1,-58.37864583,-34.62907067,MOTO,CARGAS
2019-0096,1,2019-11-22,2019,11,22,19:33:00,19.0,CASEROS AV. Y PIEDRAS,AVENIDA,1,-58.37560352,-34.62726382,PEATON,PASAJEROS
2019-0097,1,2019-11-25,2019,11,25,08:50:00,8.0,"AUTOPISTA PERITO MORENO KM 5,6",AUTOPISTA,9,-58.47721439,-34.64815069,MOTO,MULTIPLE
2019-0098,1,2019-11-25,2019,11,25,14:00:00,14.0,GUZMAN 365,AVENIDA,15,-58.45134029,-34.58984288,PASAJEROS,PASAJEROS
2019-0100,1,2019-12-05,2019,12,5,17:30:00,17.0,de los constituyentes av. 4300,AVENIDA,12,-58.49040794,-34.58368803,MOTO,AUTO
2019-0101,1,2019-12-17,2019,12,17,04:20:00,4.0,"MORENO, PERITO AV. Y TILCARA AV.",AVENIDA,4,-58.42102679,-34.64991178,MOTO,MOTO
2019-0102,1,2019-12-17,2019,12,17,14:30:00,14.0,"IBARROLA Y GORDILLO, TIMOTEO",CALLE,9,-58.52219407,-34.64143926,MOTO,AUTO
2019-0103,1,2019-12-18,2019,12,18,,,"PAZ, GRAL. AV. Y GRIVEO",GRAL PAZ,11,-58.52169422,-34.5947164,MOTO,MOTO
2019-0104,1,2019-12-21,2019,12,21,04:25:00,4.0,RIVADAVIA AV. Y PERGAMINO,AVENIDA,10,-58.47460416,-34.63206174,MOTO,AUTO
2019-0105,1,2019-05-05,2019,5,5,11:00:00,11.0,SANTO TOME Y SEGUROLA AV.,AVENIDA,10,-58.50512382,-34.61520391,PEATON,AUTO
2020-0001,1,2020-01-04,2020,1,4,10:40:00,10.0,URIARTE Y LOYOLA,CALLE,15,-58.43910409,-34.59213355,PEATON,AUTO
2020-0002,1,2020-01-05,2020,1,5,20:00:00,20.0,SARAZA Y VARELA AV.,AVENIDA,7,-58.45019436,-34.64646409,MOTO,OBJETO FIJO
2020-0003,1,2020-01-11,2020,1,11,06:00:00,6.0,RIVADAVIA AV. Y COMBATE DE LOS POZOS,AVENIDA,3,-58.39337644,-34.60927582,PEATON,AUTO
2020-0004,1,2020-01-14,2020,1,14,21:40:00,21.0,RODRIGUEZ PEÑA Y RIVADAVIA AV.,AVENIDA,1,-58.39055614,-34.60919284,PEATON,PASAJEROS
2020-0005,1,2020-01-14,2020,1,14,06:00:00,6.0,24 DE NOVIEMBRE Y SAN JUAN AV.,AVENIDA,3,-58.41036975,-34.62477021,MOTO,PASAJEROS
2020-0006,1,2020-01-20,2020,1,20,12:55:00,12.0,LAFUENTE AV. 2250,AVENIDA,8,-58.44925765,-34.65412546,MOTO,CARGAS
2020-0007,1,2020-01-27,2020,1,27,00:37:00,0.0,CHILE Y LIMA ,CALLE,1,-58.3815685,-34.61648696,PEATON,MOTO
2020-0008,1,2020-01-30,2020,1,30,07:10:00,7.0,CORDOBA AV. Y JEAN JAURES,AVENIDA,2,-58.40662899,-34.59804521,MOTO,CARGAS
2020-0009,1,2020-02-04,2020,2,4,14:50:00,14.0,"PERON, JUAN DOMINGO, TTE. GENERAL Y SALGUERO, JERONIMO",CALLE,5,-58.41985649,-34.6060085,PEATON,AUTO
2020-0010,1,2020-02-08,2020,2,8,05:45:00,5.0,9 DE JULIO AV. Y SAN JUAN AV.,AVENIDA,1,-58.38099833,-34.62214953,MOTO,OBJETO FIJO
2020-0011,1,2020-02-12,2020,2,12,11:29:00,11.0,COLOMBRES 466,CALLE,5,-58.41803309,-34.61823178,MOTO,CARGAS
2020-0012,1,2020-02-18,2020,2,18,21:00:00,21.0,MEXICO 2860,CALLE,3,-58.40604003,-34.61783553,PEATON,MOTO
2020-0013,1,2020-02-20,2020,2,20,12:00:00,12.0,COMBATIENTES DE MALVINAS AV. Y TRIUNVITARO AV.,AVENIDA,15,-58.47549929,-34.57994061,PEATON,MOTO
2020-0014,1,2020-02-27,2020,2,27,02:14:00,2.0,BERMUDEZ Y NOGOYA,CALLE,11,-58.51398484,-34.61600366,MOTO,PASAJEROS
2020-0015,1,2020-02-28,2020,2,28,14:30:00,14.0,BRASIL AV. Y PASEO COLON AV.,AVENIDA,1,-58.36797542,-34.62519403,MOTO,PASAJEROS
2020-0016,1,2020-02-29,2020,2,29,13:00:00,13.0,"ALEM,LEANDRO N. AV. 770",AVENIDA,1,-58.37133616,-34.59879316,PEATON,PASAJEROS
2020-0017,1,2020-03-05,2020,3,5,23:00:00,23.0,BELGRANO AV. Y RINCON,AVENIDA,3,-58.39613805,-34.61413568,PEATON,AUTO
2020-0018,1,2020-03-09,2020,3,9,14:00:00,14.0,"UDAONDO, GUILLERMO AV. 901",AVENIDA,13,-58.44903073,-34.54200276,MOTO,OBJETO FIJO
2020-0019,1,2020-03-10,2020,3,10,21:00:00,21.0,CONSTITUCION Y CASTRO,CALLE,5,-58.41972364,-34.6284667,PEATON,AUTO
2020-0020,1,2020-03-13,2020,3,13,17:30:00,17.0,"PUEYRREDON AV. Y GOMEZ, VALENTIN",AVENIDA,3,-58.40571596,-34.60557123,PEATON,MOTO
2020-0021,1,2020-03-14,2020,3,14,16:50:00,16.0,"BRAVO, MARIO 1279",CALLE,2,-58.4145159,-34.59488319,PEATON,AUTO
2020-0022,1,2020-04-07,2020,4,7,06:15:00,6.0,"DELLEPIANE, LUIS, TTE. GRAL. Y ESCALADA AV.",AUTOPISTA,9,-58.47297505,-34.66245085,AUTO,CARGAS
2020-0023,1,2020-04-09,2020,4,9,18:42:00,18.0,"ARAOZ DE LAMADRID, GREGORIO, GRAL. Y BROWN, ALTE. AV.",AVENIDA,4,-58.35791192,-34.63695178,AUTO,CARGAS
2020-0024,1,2020-04-24,2020,4,24,07:58:00,7.0,MURGUIONDO 1339,CALLE,9,-58.50801713,-34.65177305,AUTO,AUTO
2020-0025,1,2020-05-12,2020,5,12,05:35:00,5.0,RIVADAVIA AV. 2551,AVENIDA,3,-58.40258477,-34.60975108,PEATON,AUTO
2020-0026,1,2020-05-17,2020,5,17,06:40:00,6.0,"LUGONES, LEOPOLDO AV. KM 6,1",AUTOPISTA,14,,,MOTO,OBJETO FIJO
2020-0027,1,2020-05-18,2020,5,18,08:00:00,8.0,"DELLEPIANE, LUIS, TTE. GRAL. Y MONTIEL",AVENIDA,8,-58.48267426,-34.68454456,PEATON,CARGAS
2020-0028,1,2020-05-19,2020,5,19,10:00:00,10.0,"SCALABRINI ORTIZ, RAUL AV. Y WARNES AV.",AVENIDA,15,-58.44248936,-34.60221948,PEATON,PASAJEROS
2020-0029,1,2020-06-10,2020,6,10,14:00:00,14.0,"PAZ, GRAL. AV. y ROFFO, ANGEL H., DR.",GRAL PAZ,9,-58.52909134,-34.63886726,PEATON,PASAJEROS
2020-0030,1,2020-06-16,2020,6,16,15:00:00,15.0,SAN MARTIN AV. 1550,AVENIDA,6,-58.45158942,-34.6064658,MOTO,MULTIPLE
2020-0031,1,2020-06-30,2020,6,30,08:00:00,8.0,"GARZON, EUGENIO, GRAL. AV. y LARRAYA",AVENIDA,9,-58.49344309,-34.65788529,MOTO,CARGAS
2020-0032,1,2020-07-10,2020,7,10,23:00:00,23.0,CORRIENTES AV. Y SERRANO,AVENIDA,15,-58.44259166,-34.59635137,MOTO,AUTO
2020-0033,1,2020-07-19,2020,7,19,06:25:00,6.0,"PAZ, GRAL. AV. Y DEL LIBERTADOR AV.",GRAL PAZ,13,-58.46743471,-34.53476874,AUTO,OBJETO FIJO
2020-0034,1,2020-08-02,2020,8,2,03:20:00,3.0,"MITRE, BARTOLOME Y ANCHORENA, TOMAS MANUEL DE, DR.",CALLE,3,-58.41178158,-34.60922259,PEATON,AUTO
2020-0035,1,2020-08-04,2020,8,4,05:30:00,5.0,"AU 25 DE MAYO ALTURA PUMACAHUA Y RECUERO, CASIMIRO, TTE. CNEL.",AUTOPISTA,7,-58.45068621,-34.63638927,MOTO,PASAJEROS
2020-0036,1,2020-08-07,2020,8,7,18:40:00,18.0,"SCALABRINI ORTIZ, RAUL AV. Y PARAGUAY",AVENIDA,14,-58.42016954,-34.5877879,PEATON,MOTO
2020-0037,1,2020-08-29,2020,8,29,04:30:00,4.0,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. Y VARELA AV.",AVENIDA,8,-58.43850413,-34.65554754,PEATON,AUTO
2020-0038,2,2020-08-30,2020,8,30,04:00:00,4.0,"LAS HERAS GENERAL AV. Y DIAZ, CNEL. AV.",AVENIDA,14,-58.40617526,-34.58345898,AUTO,AUTO
2020-0039,1,2020-09-01,2020,9,1,19:17:42,19.0,MURGUIONDO 2700,CALLE,9,,,PEATON,CARGAS
2020-0040,1,2020-09-12,2020,9,12,03:30:00,3.0,"CASTILLO, RAMON S., PRES. AV. Y CALLE 12",AVENIDA,2,-58.38526125,-34.5780581,AUTO,OBJETO FIJO
2020-0041,1,2020-09-28,2020,9,28,01:45:00,1.0,"CURAPALIGUE Y PERON, EVA AV.",AVENIDA,7,-58.4475047,-34.63491705,MOTO,PASAJEROS
2020-0042,1,2020-09-29,2020,9,29,17:10:00,17.0,"DIAZ, ANA Y SOLDADO DE LA FRONTERA AV.",AVENIDA,8,-58.46745752,-34.68192648,PEATON,PASAJEROS
2020-0043,1,2020-09-30,2020,9,30,17:20:00,17.0,"ALEM, LEANDRO N. AV. Y PARAGUAY",AVENIDA,1,-58.37202621,-34.59717942,PEATON,PASAJEROS
2020-0044,1,2020-10-05,2020,10,5,00:20:00,0.0,LA PLATA AV. E INDEPENDENCIA,AVENIDA,6,-58.42779702,-34.62207347,AUTO,AUTO
2020-0045,1,2020-10-19,2020,10,19,03:00:00,3.0,"PAZ, GRAL. AV. Y 27 DE FEBRERO AV.",GRAL PAZ,8,-58.46244952,-34.70524971,AUTO,CARGAS
2020-0046,1,2020-10-27,2020,10,27,21:00:00,21.0,"NAZCA AV. Y CARRANZA, ADOLFO P.",AVENIDA,11,-58.4844016,-34.60776782,MOTO,MOTO
2020-0047,1,2020-10-27,2020,10,27,14:00:00,14.0,AUTOPISTA CAMPORA ALTURA LACARRA AV.,AUTOPISTA,9,-58.46668375,-34.65174801,PEATON,CARGAS
2020-0048,1,2020-10-29,2020,10,29,20:20:00,20.0,DORREGO AV. 614,AVENIDA,15,-58.4495878,-34.59322448,MOTO,OBJETO FIJO
2020-0049,1,2020-10-30,2020,10,30,20:00:00,20.0,"DEL LIBERTADOR AV. Y RAMOS MEJIA, JOSE MARIA, DR. AV.",AVENIDA,1,-58.37533517,-34.59276462,PEATON,AUTO
2020-0050,1,2020-11-01,2020,11,1,22:00:00,22.0,SANTA FE AV. Y GODOY CRUZ,AVENIDA,14,-58.42525456,-34.57866344,PEATON,MOTO
